[2025-06-28 19:30:17,669] 14 root - INFO - initiate the Data Ingestion
[2025-06-28 19:30:24,585] 66 root - INFO - Performed train test split on the dataframe
[2025-06-28 19:30:24,586] 68 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2025-06-28 19:30:24,586] 75 root - INFO - Exporting train and test file path.
[2025-06-28 19:30:24,640] 79 root - INFO - Train file saved to: Artifacts/06_28_2025_19_30_16/data_ingestion/ingested/train.csv
[2025-06-28 19:30:24,640] 80 root - INFO - Test file saved to: Artifacts/06_28_2025_19_30_16/data_ingestion/ingested/test.csv
[2025-06-28 19:30:24,640] 16 root - INFO - Data initiation completed
[2025-06-28 19:30:24,643] 20 root - INFO - Initiate the Data Validation
[2025-06-28 19:30:24,659] 38 root - INFO - Required number of columns:2
[2025-06-28 19:30:24,659] 39 root - INFO - Data frrame has columns:32
[2025-06-28 19:30:24,659] 38 root - INFO - Required number of columns:2
[2025-06-28 19:30:24,659] 39 root - INFO - Data frrame has columns:32
